"chr","start","end","methodname"
"chr6",32076079,32076592,"bumphunter"
"chr2",98703108,98703888,"bumphunter"
"chr16",66612955,66613407,"bumphunter"
"chr1",1181757,1182658,"bumphunter"
"chr8",22960385,22960619,"bumphunter"
"chr5",134735068,134735914,"bumphunter"
"chr5",145713607,145714097,"bumphunter"
"chr11",65816463,65816985,"bumphunter"
"chr6",26240307,26240939,"bumphunter"
"chr14",21493964,21494547,"bumphunter"
"chr6",27258466,27259237,"bumphunter"
"chr2",50574516,50575326,"bumphunter"
"chr1",241587099,241587783,"bumphunter"
"chr6",27839548,27840257,"bumphunter"
"chr5",121647154,121648479,"bumphunter"
"chr12",100750473,100751051,"bumphunter"
"chr11",67417958,67418405,"bumphunter"
"chr11",123986026,123986166,"bumphunter"
"chr17",6947032,6947464,"bumphunter"
"chr6",28510281,28510740,"bumphunter"
"chr3",147110229,147110667,"bumphunter"
"chr6",27647713,27648605,"bumphunter"
"chr6",166582159,166582585,"bumphunter"
"chr2",182545209,182545934,"bumphunter"
"chr14",57274550,57275413,"bumphunter"
"chr14",61119218,61120234,"bumphunter"
"chr10",57389676,57391271,"bumphunter"
"chr15",48937958,48938775,"bumphunter"
"chr5",161494274,161495049,"bumphunter"
"chr1",165414189,165414806,"bumphunter"
"chr13",100642408,100643388,"bumphunter"
"chr20",55841869,55842071,"bumphunter"
"chr8",9762716,9764073,"bumphunter"
"chr4",5891833,5892628,"bumphunter"
"chr13",84456127,84456722,"bumphunter"
"chr12",113916473,113917621,"bumphunter"
"chr7",19184950,19185407,"bumphunter"
"chr5",140753415,140753848,"bumphunter"
"chr6",84562778,84563604,"bumphunter"
"chr3",133464651,133465469,"bumphunter"
"chr7",39453532,39454310,"bumphunter"
"chr11",65639798,65640516,"bumphunter"
"chr10",118429452,118429952,"bumphunter"
"chr12",111618925,111619455,"bumphunter"
"chr11",128563483,128564180,"bumphunter"
"chr10",124907409,124908083,"bumphunter"
"chr8",24771114,24771645,"bumphunter"
"chr6",125283726,125284659,"bumphunter"
"chr2",133428422,133429299,"bumphunter"
"chr15",74422275,74423077,"bumphunter"
"chr3",116163694,116164576,"bumphunter"
"chr17",1880631,1881333,"bumphunter"
"chr15",73661340,73662258,"bumphunter"
"chr5",87984861,87986067,"bumphunter"
"chr17",38821155,38821487,"bumphunter"
"chr17",77020041,77020549,"bumphunter"
"chr15",62358751,62359828,"bumphunter"
"chr2",74725040,74725925,"bumphunter"
"chr2",171568412,171569282,"bumphunter"
"chr2",70994802,70995607,"bumphunter"
"chr10",26504950,26505503,"bumphunter"
"chr5",178367621,178368620,"bumphunter"
"chr12",30948636,30949073,"bumphunter"
"chr19",58238435,58239222,"bumphunter"
"chr3",64253534,64254112,"bumphunter"
"chr4",165304394,165304540,"bumphunter"
"chr15",40544855,40545511,"bumphunter"
"chr1",200992283,200993311,"bumphunter"
"chr7",21208923,21209781,"bumphunter"
"chr1",78956458,78957682,"bumphunter"
"chr6",151560831,151561667,"bumphunter"
"chr2",145281519,145282262,"bumphunter"
"chr16",56228114,56228744,"bumphunter"
"chr11",111783267,111783563,"bumphunter"
"chr19",12991665,12992305,"bumphunter"
"chr12",54378500,54379056,"bumphunter"
"chr6",6004207,6004897,"bumphunter"
"chr4",185942086,185942800,"bumphunter"
"chr1",86621931,86622737,"bumphunter"
"chr2",220378996,220379199,"bumphunter"
"chr2",149645372,149645934,"bumphunter"
"chr16",67197084,67197640,"bumphunter"
"chr14",57263993,57264919,"bumphunter"
"chr15",41805868,41806588,"bumphunter"
"chr2",154727907,154728468,"bumphunter"
"chr11",20181456,20182695,"bumphunter"
"chr4",54975250,54976184,"bumphunter"
"chr19",50193857,50194662,"bumphunter"
"chr1",177133536,177134454,"bumphunter"
"chr12",49393027,49393681,"bumphunter"
"chr13",47472050,47472429,"bumphunter"
"chr17",72321767,72322791,"bumphunter"
"chr5",145722132,145722909,"bumphunter"
"chr6",25138169,25138951,"bumphunter"
"chr21",28339262,28340304,"bumphunter"
"chr7",87104724,87105416,"bumphunter"
"chr11",103907262,103908787,"bumphunter"
"chr18",5196738,5197559,"bumphunter"
"chr19",11689488,11689880,"bumphunter"
"chr1",34642305,34643106,"bumphunter"
"chr6",84140564,84140997,"bumphunter"
"chr19",54369436,54369681,"bumphunter"
"chr14",74705733,74706336,"bumphunter"
"chr1",91869782,91870450,"bumphunter"
"chr2",241458886,241460002,"bumphunter"
"chr6",6320324,6321061,"bumphunter"
"chr5",54518136,54519686,"bumphunter"
"chr2",237079690,237080535,"bumphunter"
"chr20",3218145,3218905,"bumphunter"
"chr12",29301525,29302714,"bumphunter"
"chr8",117950244,117950504,"bumphunter"
"chr10",52833444,52834189,"bumphunter"
"chr1",110626868,110627590,"bumphunter"
"chr2",223159838,223160569,"bumphunter"
"chr5",179220274,179221090,"bumphunter"
"chr5",78407153,78407683,"bumphunter"
"chr2",155554844,155555414,"bumphunter"
"chr2",177029459,177030228,"bumphunter"
"chr12",106533667,106533903,"bumphunter"
"chr7",54955929,54956598,"bumphunter"
"chr12",4382980,4384022,"bumphunter"
"chr17",47074576,47075281,"bumphunter"
"chr6",28058715,28059208,"bumphunter"
"chr2",161126295,161126857,"bumphunter"
"chr5",140800398,140800983,"bumphunter"
"chr6",39901897,39902443,"bumphunter"
"chr6",137815333,137815725,"bumphunter"
"chr4",123747447,123747750,"bumphunter"
"chr4",163085081,163085697,"bumphunter"
"chr19",8428494,8429614,"bumphunter"
"chr6",133563342,133564066,"bumphunter"
"chr14",52734156,52734529,"bumphunter"
"chr19",11649122,11649701,"bumphunter"
"chr12",122018586,122019117,"bumphunter"
"chr15",58357874,58357989,"bumphunter"
"chr15",95869918,95870475,"bumphunter"
"chr17",43339040,43339744,"bumphunter"
"chr11",6518108,6518907,"bumphunter"
"chr7",1022471,1023156,"bumphunter"
"chr19",58095011,58095659,"bumphunter"
"chr11",118781150,118781978,"bumphunter"
"chr6",41606317,41607326,"bumphunter"
"chr3",122296369,122296778,"bumphunter"
"chr10",82116203,82116571,"bumphunter"
"chr1",115880072,115881259,"bumphunter"
"chr5",87974012,87974547,"bumphunter"
"chr11",35546824,35547548,"bumphunter"
"chr13",112760644,112761844,"bumphunter"
"chr12",39299132,39300142,"bumphunter"
"chr1",215256254,215257222,"bumphunter"
"chr15",53086630,53088156,"bumphunter"
"chr14",60952097,60952945,"bumphunter"
"chr6",117586538,117587155,"bumphunter"
"chr19",18901364,18902221,"bumphunter"
"chr6",146350041,146350969,"bumphunter"
"chr12",22487219,22487682,"bumphunter"
"chr11",109292789,109293216,"bumphunter"
"chr8",63160256,63161077,"bumphunter"
"chr3",44596178,44596770,"bumphunter"
"chr5",170740210,170740937,"bumphunter"
"chr3",16555288,16555452,"bumphunter"
"chr10",26727069,26727598,"bumphunter"
"chr10",101292403,101292766,"bumphunter"
"chr6",27247586,27248065,"bumphunter"
"chr6",146919854,146920295,"bumphunter"
"chr12",106978920,106979874,"bumphunter"
"chr21",32930938,32932267,"bumphunter"
"chr12",54144521,54145474,"bumphunter"
"chr13",28493913,28494177,"bumphunter"
"chr2",119067552,119068223,"bumphunter"
"chr4",154680808,154681532,"bumphunter"
"chr7",30721888,30722643,"bumphunter"
"chr11",27743258,27743664,"bumphunter"
"chr19",3932951,3933856,"bumphunter"
"chr2",87017419,87018585,"bumphunter"
"chr2",73298971,73299297,"bumphunter"
"chr11",74178114,74178883,"bumphunter"
"chr8",72987499,72988022,"bumphunter"
"chr6",41342916,41343830,"bumphunter"
"chr19",39522548,39523626,"bumphunter"
"chr10",102508286,102509693,"bumphunter"
"chr6",27342376,27343671,"bumphunter"
"chr5",172672390,172673349,"bumphunter"
"chr19",46999055,46999444,"bumphunter"
"chr8",104153592,104153829,"bumphunter"
"chr13",50070436,50070766,"bumphunter"
"chr2",223164459,223164925,"bumphunter"
"chr7",8481994,8482877,"bumphunter"
"chr14",60975811,60976285,"bumphunter"
"chr6",71666682,71667105,"bumphunter"
"chr20",9494838,9495596,"bumphunter"
"chr3",63263752,63264335,"bumphunter"
"chr10",135160697,135161047,"bumphunter"
"chr7",32109831,32110650,"bumphunter"
"chr16",12996889,12997684,"bumphunter"
"chr19",40732113,40732804,"bumphunter"
"chr17",80291105,80292081,"bumphunter"
"chr17",42386123,42386419,"bumphunter"
"chr15",93632611,93633408,"bumphunter"
"chr13",74707860,74708473,"bumphunter"
"chr5",71403804,71404897,"bumphunter"
"chr2",225266263,225266876,"bumphunter"
"chr2",80529990,80530948,"bumphunter"
"chr5",157098080,157098619,"bumphunter"
"chr6",35479350,35480426,"bumphunter"
"chr8",53852030,53852661,"bumphunter"
"chr5",126626092,126626719,"bumphunter"
"chr1",119535500,119536288,"bumphunter"
"chr3",42947263,42948169,"bumphunter"
"chr7",93550756,93551275,"bumphunter"
"chr7",120628572,120629638,"bumphunter"
"chr13",24007434,24008109,"bumphunter"
"chr2",176994142,176994764,"bumphunter"
"chr12",62585031,62586003,"bumphunter"
"chr17",50237205,50237844,"bumphunter"
"chr8",25905478,25906243,"bumphunter"
"chr8",116679763,116680346,"bumphunter"
"chr17",49008322,49009145,"bumphunter"
"chr1",25256705,25257191,"bumphunter"
"chr4",54959419,54960259,"bumphunter"
"chr10",118890977,118891706,"bumphunter"
"chr1",165324411,165325169,"bumphunter"
"chr6",5994235,5995371,"bumphunter"
"chr13",102068989,102069296,"bumphunter"
"chr5",76934327,76935080,"bumphunter"
"chr7",30029390,30030138,"bumphunter"
"chr4",90757139,90757814,"bumphunter"
"chr22",44287485,44288155,"bumphunter"
"chr4",74964920,74965278,"bumphunter"
"chr16",85932214,85932853,"bumphunter"
"chr13",32605187,32605406,"bumphunter"
"chr11",504301,504937,"bumphunter"
"chr20",45279830,45280414,"bumphunter"
"chr3",32859099,32859587,"bumphunter"
"chr11",17373103,17373534,"bumphunter"
"chr2",175197240,175198280,"bumphunter"
"chr19",52552120,52552461,"bumphunter"
"chr5",38258007,38258623,"bumphunter"
"chr19",19383613,19384381,"bumphunter"
"chr1",22140769,22141341,"bumphunter"
"chr19",13616871,13617584,"bumphunter"
"chr6",50817921,50819236,"bumphunter"
"chr20",37352612,37353158,"bumphunter"
"chr6",50813341,50814305,"bumphunter"
"chr1",43250691,43251253,"bumphunter"
"chr4",41258374,41259283,"bumphunter"
"chr7",24323128,24323939,"bumphunter"
"chr2",239973913,239974723,"bumphunter"
"chr8",144640306,144640755,"bumphunter"
"chr10",112289853,112290331,"bumphunter"
"chr6",28129096,28129616,"bumphunter"
"chr2",119607097,119608121,"bumphunter"
"chr5",87980882,87981449,"bumphunter"
"chr1",232940990,232941706,"bumphunter"
"chr10",88427813,88428429,"bumphunter"
"chr11",123066108,123067275,"bumphunter"
"chr16",1030166,1030619,"bumphunter"
"chr16",23724428,23724901,"bumphunter"
"chr6",137366125,137366545,"bumphunter"
"chr12",111126960,111128029,"bumphunter"
"chr13",37248244,37248953,"bumphunter"
"chr11",15136059,15136688,"bumphunter"
"chr10",43817997,43818911,"bumphunter"
"chr7",73894573,73895278,"bumphunter"
"chr18",44526430,44527026,"bumphunter"
"chr22",17602259,17602681,"bumphunter"
"chr8",65498440,65499369,"bumphunter"
"chr6",26043820,26044460,"bumphunter"
"chr6",106428957,106429769,"bumphunter"
"chr6",108478837,108479584,"bumphunter"
"chr6",78172691,78173408,"bumphunter"
"chr6",110678920,110680256,"bumphunter"
"chr20",30062696,30063249,"bumphunter"
"chr6",129203887,129204540,"bumphunter"
"chr5",50683215,50683914,"bumphunter"
"chr6",26183508,26184037,"bumphunter"
"chr20",37434158,37434552,"bumphunter"
"chr14",24808650,24809297,"bumphunter"
"chr7",155260310,155261402,"bumphunter"
"chr4",41753032,41754125,"bumphunter"
"chr5",133451021,133451625,"bumphunter"
"chr19",17392298,17392923,"bumphunter"
"chr3",40350768,40351067,"bumphunter"
"chr19",19373566,19373998,"bumphunter"
"chr11",63828039,63828762,"bumphunter"
"chr2",71115680,71116765,"bumphunter"
"chr10",115860606,115861227,"bumphunter"
"chr4",13536409,13537302,"bumphunter"
"chr22",42828125,42828516,"bumphunter"
"chr3",139396487,139397179,"bumphunter"
"chr10",119291766,119292587,"bumphunter"
"chr10",23632740,23633759,"bumphunter"
"chr12",41085901,41086308,"bumphunter"
"chr6",31913759,31914305,"bumphunter"
"chr19",2251588,2252432,"bumphunter"
"chr20",53091739,53092474,"bumphunter"
"chr12",114846849,114847641,"bumphunter"
"chr6",100916916,100917427,"bumphunter"
"chr6",100903561,100904376,"bumphunter"
"chr13",103046499,103047287,"bumphunter"
"chr2",66660038,66660874,"bumphunter"
"chr4",8582101,8582300,"bumphunter"
"chr3",11034345,11035357,"bumphunter"
"chr12",52300911,52301634,"bumphunter"
"chr6",26234819,26235609,"bumphunter"
"chr19",3880535,3881225,"bumphunter"
"chr3",157824148,157825196,"bumphunter"
"chr5",87971446,87972265,"bumphunter"
"chr7",2653651,2654420,"bumphunter"
"chr1",111813307,111814208,"bumphunter"
"chr1",50890678,50891750,"bumphunter"
"chr10",95517382,95517895,"bumphunter"
"chr4",15704393,15704844,"bumphunter"
"chr6",29817963,29818300,"bumphunter"
"chr3",45837898,45838338,"bumphunter"
"chr1",241520286,241520941,"bumphunter"
"chr17",9479910,9480428,"bumphunter"
"chr10",102880841,102881545,"bumphunter"
"chr1",205560943,205561401,"bumphunter"
"chr3",62304165,62305147,"bumphunter"
"chr4",96468962,96469634,"bumphunter"
"chr4",8271196,8271507,"bumphunter"
"chr3",62354878,62355525,"bumphunter"
"chr8",109094032,109094880,"bumphunter"
"chr2",119605807,119606746,"bumphunter"
"chr6",27279917,27280423,"bumphunter"
"chr7",19183231,19183880,"bumphunter"
"chr8",132052702,132052942,"bumphunter"
"chr17",43047405,43047971,"bumphunter"
"chr22",20792143,20792535,"bumphunter"
"chr2",160761244,160761556,"bumphunter"
"chr11",31819148,31819678,"bumphunter"
"chr2",177042493,177043501,"bumphunter"
"chr11",31827084,31828040,"bumphunter"
"chr17",36105064,36105517,"bumphunter"
"chr1",832930,835609,"ProbeLasso"
"chr1",846475,851285,"ProbeLasso"
"chr1",870954,871111,"ProbeLasso"
"chr1",879229,879560,"ProbeLasso"
"chr1",886406,886563,"ProbeLasso"
"chr1",896227,896395,"ProbeLasso"
"chr1",915220,918087,"ProbeLasso"
"chr1",939037,944901,"ProbeLasso"
"chr1",986055,987732,"ProbeLasso"
"chr1",989159,989450,"ProbeLasso"
"chr1",1007699,1011190,"ProbeLasso"
"chr1",1022755,1023140,"ProbeLasso"
"chr1",1056429,1068352,"ProbeLasso"
"chr1",1073261,1085726,"ProbeLasso"
"chr1",1093862,1097483,"ProbeLasso"
"chr1",1102427,1107920,"ProbeLasso"
"chr1",1114766,1115215,"ProbeLasso"
"chr1",1117319,1119230,"ProbeLasso"
"chr1",1138765,1140442,"ProbeLasso"
"chr1",1144495,1144820,"ProbeLasso"
"chr1",1195970,1197234,"ProbeLasso"
"chr1",1216995,1217925,"ProbeLasso"
"chr1",1232703,1234853,"ProbeLasso"
"chr1",1237597,1240097,"ProbeLasso"
"chr1",1243536,1243600,"ProbeLasso"
"chr1",1272336,1272555,"ProbeLasso"
"chr1",1294839,1298830,"ProbeLasso"
"chr1",1397510,1399187,"ProbeLasso"
"chr1",1475120,1475853,"ProbeLasso"
"chr1",1476915,1479665,"ProbeLasso"
"chr1",1550837,1550912,"ProbeLasso"
"chr1",1602644,1603060,"ProbeLasso"
"chr1",1613218,1614495,"ProbeLasso"
"chr1",1688045,1690448,"ProbeLasso"
"chr1",1845892,1846155,"ProbeLasso"
"chr1",1849012,1849379,"ProbeLasso"
"chr1",1851353,1851537,"ProbeLasso"
"chr1",1852728,1857819,"ProbeLasso"
"chr1",1869417,1873778,"ProbeLasso"
"chr1",1875721,1880311,"ProbeLasso"
"chr1",1888261,1889938,"ProbeLasso"
"chr1",1905496,1907966,"ProbeLasso"
"chr1",1944754,1948434,"ProbeLasso"
"chr1",1981155,1981280,"ProbeLasso"
"chr1",1984662,1987114,"ProbeLasso"
"chr1",1998560,1999670,"ProbeLasso"
"chr1",2002045,2003722,"ProbeLasso"
"chr1",2005411,2005642,"ProbeLasso"
"chr1",2013020,2015115,"ProbeLasso"
"chr1",2016302,2017497,"ProbeLasso"
"chr1",2022112,2023996,"ProbeLasso"
"chr1",2034783,2038123,"ProbeLasso"
"chr1",2041824,2045467,"ProbeLasso"
"chr1",2058400,2062256,"ProbeLasso"
"chr1",2083757,2086071,"ProbeLasso"
"chr1",2099258,2100377,"ProbeLasso"
"chr1",2105735,2108156,"ProbeLasso"
"chr1",2170469,2171740,"ProbeLasso"
"chr1",2174238,2175381,"ProbeLasso"
"chr1",2188281,2189513,"ProbeLasso"
"chr1",2190813,2192144,"ProbeLasso"
"chr1",2202445,2203531,"ProbeLasso"
"chr1",2204909,2206389,"ProbeLasso"
"chr1",2217710,2219387,"ProbeLasso"
"chr1",2222341,2222564,"ProbeLasso"
"chr1",2230455,2230814,"ProbeLasso"
"chr1",2231918,2232209,"ProbeLasso"
"chr1",2239909,2243538,"ProbeLasso"
"chr1",2261393,2263762,"ProbeLasso"
"chr1",2270320,2271905,"ProbeLasso"
"chr1",2283693,2285665,"ProbeLasso"
"chr1",2317957,2320452,"ProbeLasso"
"chr1",2324143,2324287,"ProbeLasso"
"chr1",2328689,2330428,"ProbeLasso"
"chr1",2335316,2338713,"ProbeLasso"
"chr1",2345270,2345472,"ProbeLasso"
"chr1",2347808,2351869,"ProbeLasso"
"chr1",2359886,2360099,"ProbeLasso"
"chr1",2363811,2367016,"ProbeLasso"
"chr1",2380370,2385432,"ProbeLasso"
"chr1",2388955,2393583,"ProbeLasso"
"chr1",2411448,2411789,"ProbeLasso"
"chr1",2424525,2426521,"ProbeLasso"
"chr1",2429157,2431088,"ProbeLasso"
"chr1",2458211,2458360,"ProbeLasso"
"chr1",2483232,2484420,"ProbeLasso"
"chr1",2524052,2525729,"ProbeLasso"
"chr1",2541872,2543302,"ProbeLasso"
"chr1",2569483,2572974,"ProbeLasso"
"chr1",2718118,2727077,"ProbeLasso"
"chr1",2731112,2733619,"ProbeLasso"
"chr1",2765293,2768495,"ProbeLasso"
"chr1",2771805,2772130,"ProbeLasso"
"chr1",2777131,2783021,"ProbeLasso"
"chr1",2787649,2791150,"ProbeLasso"
"chr1",2792402,2802642,"ProbeLasso"
"chr1",2818739,2828325,"ProbeLasso"
"chr1",2832787,2841561,"ProbeLasso"
"chr1",2861844,2865269,"ProbeLasso"
"chr1",2895333,2901417,"ProbeLasso"
"chr1",2934532,2938057,"ProbeLasso"
"chr1",2945473,2949765,"ProbeLasso"
"chr1",2984140,2984354,"ProbeLasso"
"chr1",3002400,3004528,"ProbeLasso"
"chr1",3005842,3008520,"ProbeLasso"
"chr1",3017187,3018511,"ProbeLasso"
"chr1",3028668,3029056,"ProbeLasso"
"chr1",3031463,3033238,"ProbeLasso"
"chr1",3044255,3045653,"ProbeLasso"
"chr1",3050350,3053704,"ProbeLasso"
"chr1",3076518,3079677,"ProbeLasso"
"chr1",3087150,3090378,"ProbeLasso"
"chr1",3098966,3101335,"ProbeLasso"
"chr1",3113982,3116383,"ProbeLasso"
"chr1",3122568,3124340,"ProbeLasso"
"chr1",3127689,3130066,"ProbeLasso"
"chr1",3133277,3135243,"ProbeLasso"
"chr1",3139813,3141196,"ProbeLasso"
"chr1",3143126,3145047,"ProbeLasso"
"chr1",3159423,3162318,"ProbeLasso"
"chr1",3190822,3193956,"ProbeLasso"
"chr1",3198812,3201309,"ProbeLasso"
"chr1",3209033,3210910,"ProbeLasso"
"chr1",3228708,3230843,"ProbeLasso"
"chr1",3233521,3235130,"ProbeLasso"
"chr1",3268766,3269965,"ProbeLasso"
"chr1",3271823,3273571,"ProbeLasso"
"chr1",3276268,3278462,"ProbeLasso"
"chr1",3281963,3283357,"ProbeLasso"
"chr1",3302462,3304726,"ProbeLasso"
"chr1",3313604,3315281,"ProbeLasso"
"chr1",3318426,3320103,"ProbeLasso"
"chr1",3331002,3331232,"ProbeLasso"
"chr1",3339032,3340709,"ProbeLasso"
"chr1",3347154,3348832,"ProbeLasso"
"chr1",3372179,3375408,"ProbeLasso"
"chr1",3379288,3383051,"ProbeLasso"
"chr1",3387427,3388683,"ProbeLasso"
"chr1",3396856,3398385,"ProbeLasso"
"chr1",3420759,3422436,"ProbeLasso"
"chr1",3473178,3474863,"ProbeLasso"
"chr1",3476682,3478182,"ProbeLasso"
"chr1",3495124,3496978,"ProbeLasso"
"chr1",3514082,3516032,"ProbeLasso"
"chr1",3545502,3552465,"ProbeLasso"
"chr1",3553944,3555621,"ProbeLasso"
"chr1",3562486,3564324,"ProbeLasso"
"chr1",3567692,3568719,"ProbeLasso"
"chr1",3600248,3601366,"ProbeLasso"
"chr1",3607019,3607195,"ProbeLasso"
"chr1",3613704,3616249,"ProbeLasso"
"chr1",3619380,3621886,"ProbeLasso"
"chr1",3634789,3634996,"ProbeLasso"
"chr1",3649707,3650074,"ProbeLasso"
"chr1",3672610,3673814,"ProbeLasso"
"chr1",3693944,3702041,"ProbeLasso"
"chr1",3774764,3774921,"ProbeLasso"
"chr1",3825964,3828489,"ProbeLasso"
"chr1",4193824,4197315,"ProbeLasso"
"chr1",4658435,4661819,"ProbeLasso"
"chr1",4709674,4713165,"ProbeLasso"
"chr1",4735613,4736673,"ProbeLasso"
"chr1",4835090,4844919,"ProbeLasso"
"chr1",5538704,5542203,"ProbeLasso"
"chr1",5810759,5814145,"ProbeLasso"
"chr1",5893640,5897907,"ProbeLasso"
"chr1",5916140,5919946,"ProbeLasso"
"chr1",5921083,5925330,"ProbeLasso"
"chr1",5931864,5933164,"ProbeLasso"
